,Unnamed: 0,Usuario,Tweet
1792,1792,Patito_183,Los chorros tienen vía libre para cometer cualquier delito en CABA. La policía está toda controlando a manifestante… https://t.co/rmDfRXzTzH
1793,1793,Patrizia_pato,@clarincom @AleXCambiemos @ManesF Ya es hora que blanquees tus preferencias y te pases a las filas de Cristina. Que… https://t.co/BHCXj940XG
1794,1794,AndradaCarlos8,RT @AlePeronista: NO ENTENDISTE NADA PELADO FASCISTA! ! EL AMOR POR CRISTINA NO SE PARA CON VALLAS.#SacáLasVallasLarreta #ALaCallePorCri…
1795,1795,micaela1956,RT @MartnPeiretti1: 🟥⛔️⚠️ ¿Estás nervioso Larreta?. El amor de un pueblo hacia su máxima representante no se termina porque pongas vallas f…
1796,1796,NiconfsNico,RT @productortano: Hay 35 carros de asalto en la puerta de la casa de Cristina @horaciorlarreta  #DeLasPlazasAJuncal
1797,1797,Gcbenba,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
1798,1798,nilounonilootr1,RT @AgenciaElVigia: AHORA | Masiva concentración en Plaza Alsina de #Avellaneda en apoyo a Cristina https://t.co/P8s2aStgkm
1799,1799,MacarenaRodrgu3,Argentina | Causa contra Cristina: Alberto Fernández pide “una gran movilización para defender la democracia” https://t.co/CdZtkTvTB6
1800,1800,ComercialTnc,"RT @LucasCastroBer1: Cristina responde a fiscales q le pidieron 12 años d prisión: ""Es una feroz campaña política y mediática este no es u…"
1801,1801,oamadeobd,RT @SergioOmarLobos: INSÓLITO Cristina no quiere que difundan una foto donde se encuentra junto a sus funcionarios preferidos Julio De Vido…
1802,1802,MakiaPao,RT @AlePeronista: NO ENTENDISTE NADA PELADO FASCISTA! ! EL AMOR POR CRISTINA NO SE PARA CON VALLAS.#SacáLasVallasLarreta #ALaCallePorCri…
1803,1803,MeitinCabanas,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
1804,1804,Noee621472062,"RT @marcelopueIIaok: Como hizo cada fiesta patria en los 4 años de mandato de Macri el PRO encontró la ""solución"" para que el pueblo no se…"
1805,1805,justporfran,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
1806,1806,charroCARP,RT @eldestapeweb: Convocatoria a favor de Cristina | Felipe Miguel el jefe de gabinete de Horacio Rodríguez Larreta organiza el operativo…
1807,1807,gustavo1608,RT @inakiigutierrez: Se acaba de presentar el juicio político a Alberto Fernández para destituirlo como presidente. Mi sueño? Ver a Alberto…
1808,1808,chichi_116,RT @mulan16__: No es que me olvide de ti cuando “CRISTINA” quema pero tiene’ que entender que esa es mi nena
1809,1809,montsebg18,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Siempre feliz Cristina 😍😍😍 https://t.co/D3RiKU8Y4I
1810,1810,ml2426,RT @piarsan_: Cristina con su sonrisa radiante y guapísima en plató Mi periodista fav 🤍✨️#YaEsVerano27A #CrisPorta27AG https://t.co/78OL…
1811,1811,CMLealtadLanus,RT @Adrian_Grana: ✌️ No hay vallas que puedan separar a Cristina del pueblo. 👉 Nos vemos en Juncal y Uruguay https://t.co/caBZ7yuNm9
1812,1812,DMissiati,RT @productortano: Hay 35 carros de asalto en la puerta de la casa de Cristina @horaciorlarreta  #DeLasPlazasAJuncal
1813,1813,edwin05lp,"RT @AlbertCarp4: O sea que Máximo Kirchner dice no conocer a Lázaro Báez. Pero por otro lado  Lázaro Báez parece conocerlos muy bien; "" e…"
1814,1814,BerguisGuerra,RT @VTVcanal8: Argentina denuncia el papel de EE.UU. en la persecución contra la vicepresidenta Cristina Fernández#UniónParaLaVictoria…
1815,1815,belu_benito,Las vallas las mando a poner cristina para que la dejen dormir la siesta
1816,1816,AllenDullesCIA,RT @diegobranca: Estoy en un asado con gente que hace mucho no veo.La euforia qué hay por Cristina! ! ! Reavivó el fuego que estaba tenue…
1817,1817,Jorgerc2010,RT @Roberto_BsAs: @p_justicialista @CFKArgentina Si. Es el deseo de toda la gente de bien. Todos con Cristina y si es posible en la misma c…
1818,1818,serfebre,"RT @javierlanari: Cristina dijo que se siente una ""boluda"". Cobra más de $ 4 millones por mes. Cómo se sentirán los millones de jubilados q…"
1819,1819,ArturoCamachoB1,RT @Charly93104975: @CFKArgentina @pagina12 Aunque me valles la esquinasigo a muerte con Cristina🎶🎶🎶#SacáLasVallasLarreta https://t.co/A…
1820,1820,ChoroMunafo,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
1821,1821,Aleli46526103,RT @Paulapalermo07: Llegó la infantería con escudos p REPRIMIR...más...Si lo creen necesario..Zona casa de Cristina! !  Cuidado compas de…
1822,1822,Facu_Pache91,RT @HPRecalde: La figura de asociación ilícita les sirve a quienes persiguen a Cristina Fernández de Kirchner porque no encuentran un hech…
1823,1823,AguusSchiavetta,"RT @PaulaGimenez_Ok: Otro Lapsus de @edufeiok en @lanacionmas ""Cristina profugó  a Florencia Kirchner a Cuba xq estaba siendo perseguida…"
1824,1824,LilianaZamoran6,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1825,1825,roccarobert,"RT @AgenciaElVigia: El ministro @larroqueandres mostró fotos del operativo de vallado alrededor de la casa de Cristina y preguntó: ""Qué te…"
1826,1826,GladysElPilar,RT @JuanGrabois: Por eso la defensa de Cristina es una tarea nacional para todos los hombres y mujeres del campo popular más allá de cualq…
1827,1827,Chetecilla25,RT @clubdeviernes: Griñán recibe la vista de Alfonso Guerra en su casa de Sevilla.Ay no que el nivel es peor.. Cristina Kichner recibe a…
1828,1828,LocaViejay,RT @MartnPeiretti1: 🟥⛔️⚠️ ¿Estás nervioso Larreta?. El amor de un pueblo hacia su máxima representante no se termina porque pongas vallas f…
1829,1829,BarrocoLila,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Cristina la mejor del programa 😍 https://t.co/nZR9iPuWDC
1830,1830,luismsierrac,RT @RICARDOJN14: Bayly critica que #LordMontajes ANLO defiende la corrupción de su hermano Pío López Obrador y de la Argentina Cristina Fer…
1831,1831,rominanatalia,Yo soy Cristina y me voy a dormir a la Quinta de Olivos así Alberto se fuma todo este garrón
1832,1832,TerolaMerula,"RT @helobo27: La nueva consigna de los militantes de FCK es: ""Con Cristina...hasta los bolsos de Lopez y más alla"" parafraseando a Buzz Lig…"
1833,1833,Paola24561,RT @AgenciaElVigia: Los carteles en la marcha en apoyo a Cristina en Plaza Alsina de #Avellaneda https://t.co/70HFzPQmSI
1834,1834,lilianatorramo1,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
1835,1835,BonelliOK,El objetivo es evitar que se sigan armando concentraciones de militantes kirchneristas en apoyo a la Vicepresidenta… https://t.co/9MVL88Vn8k
1836,1836,tanguitto,@CFKArgentina @pagina12 CRISTINA 2023 ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 
1837,1837,Nancy74876032,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1838,1838,Cris34496524,CRISTINA...ANDÁ A OTRO DOMICILIO Y TE SEGUIMOS! ! #SacaLasVallasLarreta
1839,1839,Bely_Gomezok,RT @Nahumcito97: @madorni @EleonoraCole Y Cristina cuando ve a todo esa gente. https://t.co/yJE8qwLibL
1840,1840,graciela_mndez,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1841,1841,JorgeRetamar3,RT @marianorecalde: EL PERONISMO BANCA A CRISTINA ✌🏻Enorme Cabildo Abierto del peronismo de la Ciudad. Estamos unidos y movilizados para…
1842,1842,AguusSchiavetta,RT @AguileraLucas77: Esto es el peronismo✌️ que movimiento hermoso somos bellos especímenes.Es para una estudio exhaustivo del comportam…
1843,1843,OlgaLlorian,RT @piarsan_: Cristina viendo los bochornos de la gente: Pues no estamos tan mal los de aquí ¿no?Estáis CUERDÍSIMOS mi vidaaaa 😅#YaEsVer…
1844,1844,JoseyyyJose,"RT @pagina12: ""Cristina Fernández de Kirchner es una cleptócrata. EEUU debe sancionarla por corrupta"". https://t.co/7B26SrXhH1"
1845,1845,lujan515,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1846,1846,DanielOberti,@LiliLopezForesi @DanteForesi En RecoletaPolicías filmando y llegada de la guardia de infantería.Que horribles re… https://t.co/MHdfuTqIsx
1847,1847,14559Petra,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1848,1848,BVellisco1,RT @VozMediaUSA: Ted Cruz pide que se prohíba a Cristina Fernández de Kirchner la entrada en EEUU.📌 | El senador pide sancionar a la vice…
1849,1849,LaBandaDiario,Cristina Kirchner criticó a Macri por «sus negocios con el Estado» y a la Justicia por «encubrirlos»… https://t.co/vn06GtDpWa
1850,1850,Dibudeluxe,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1851,1851,joaquin_moto,RT @p_justicialista: Dejá tu mensaje de apoyo a la compañera Cristina ✌️#TodosConCristina https://t.co/H4RhR9ZOsh
1852,1852,Beatriz21660720,"RT @javierlanari: Cristina dijo que se siente una ""boluda"". Cobra más de $ 4 millones por mes. Cómo se sentirán los millones de jubilados q…"
1853,1853,PulidoZulima,RT @MAndreaNieto: Qué tristeza Argentina pasó de tener la clase media más fuerte de América Latina a tener una inflación desbordada una e…
1854,1854,ChrisSco23,RT @FeroSouto: #YaEsVerano27A  #CrisPorta27AG Tus gatitos siempre feliz de verte Cristina 😍😍😍 https://t.co/6bo5VbjPzn
1855,1855,luci46cic,RT @galloclaudio67: Le Monde vincula a Cristina Kirchner con una maniobra de lavado de dinero que usó el nombre de la Cruz RojaEl diario f…
1856,1856,eche_caro,RT @Albertovite0131: Mañana sale la hinchada de San Lorenzo con bandera de apoyo a Cristina
1857,1857,agusferreyra_ok,La policía de la ciudad espera la orden de Rodriguez Larreta para reprimir a los militantes que están en Recoleta a… https://t.co/KojA4YV0A6
1858,1858,LheRfe,RT @RevistaSemana: Gustavo Petro manifiesta su respaldo a Cristina Fernández de Kirchner acusada de corrupción en Argentina https://t.co/…
1859,1859,sarandre1234,"RT @claudiosavoia: ""Que Cristina mande a leer la Constitución es como si un preso te mande a leer el Código Penal"" dice #ahora el abogado…"
1860,1860,BarrocoLila,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Me encanta ver a Cristina en la pantalla es la mejor periodista y la mejor colaboradora 😍 http…
1861,1861,emiliagon10,RT @AndaluciaSinVOX: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
1862,1862,Osofranco,RT @C5N: El emocionante y multitudinario recibimiento a Cristina Kirchner en su casahttps://t.co/vyXr6MBySc
1863,1863,Ricardof128,RT @KLibrado: @HPRecalde A Cristina Kirchner q AGRAVIÓ a los ARGENTINOS 🇦🇷 q le ROBÓ a los ARGENTINOS 🇦🇷 q armó una asociación ilícita p/…
1864,1864,teffypay,RT @teleSURtv: El #peronismo argentino 🇦🇷 continuó durante la jornada de este viernes su #movilización popular en apoyo  a la expresidenta…
1865,1865,puntoceroLA,En @TiposR entrevistaron al abogado Constitucional @diegoarmesto qué habló sobre el juicio contra Cristina Fernánd… https://t.co/jp0773GMNr
1866,1866,EdmundoSapriza,RT @marcelo30194888: @drjorgerachid No debemos permitir que Larreta anule con vallados el apoyo del pueblo a Cristina. Todo el pueblo esta…
1867,1867,huesolsr,RT @DanannOficial: Buen día; avísenles a los kirchneristas que dados los acontecimientos de público conocimiento no es el mejor momento p…
1868,1868,Napodavid13,RT @BonelliOK: #Encuesta 📢¿Por qué creés que la justicia⚖️🏛puede condenar a Cristina Kirchner por corrupción?🤔
1869,1869,LukyGerez77,RT @ElPeronLiberal: @LukyGerez77 @natacha75a Ojo que estos se lavan las manos el peronismo es negacionista:“Perón no fue golpista”“Men…
1870,1870,lulivala,RT @SergioChouza: Cuando faltaste a la clase de historia y empezás a tirar fruta…https://t.co/dxsNknyqLv https://t.co/2Wv2cmqEmT
1871,1871,ml2426,RT @piarsan_: Cristina viendo los bochornos de la gente: Pues no estamos tan mal los de aquí ¿no?Estáis CUERDÍSIMOS mi vidaaaa 😅#YaEsVer…
1872,1872,AguusSchiavetta,RT @PaulaGimenez_Ok: La situación de Cristina amerita que discutamos la democracia y el estado de derecho. El poder judicial aparece como i…
1873,1873,MarioPa32495731,RT @RICARDOJN14: Bayly critica que #LordMontajes ANLO defiende la corrupción de su hermano Pío López Obrador y de la Argentina Cristina Fer…
1874,1874,mima141957,RT @AcostashowJuan: La lucha hoy es defenderse de las agresiones inutiles partiendo de los politikos acorralados por la justicia caso crist…
1875,1875,serfebre,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
1876,1876,BlasdeLepanto1,"RT @abrilcba_: Camus decía que a ""la peste se la combate con decencia"". A los militantes de Cristina con camiones hidrante de agua con jabó…"
1877,1877,ecam5589,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
1878,1878,MARDYROCKER,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
1879,1879,NiconfsNico,RT @EleSpn2: El intendente de CABA pone vallas alrededor de la casa de Cristina. Así gobernó Macri tb con vallas. Deben tener miedo que no…
1880,1880,Cristin72329614,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
1881,1881,0001Cecilia,RT @EldiariodeLeuco: Un senador de EEUU pidió sanciones contra Cristina por corrupta. Dijo que la expresidenta “está profundamente implicad…
1882,1882,Maru_Abregu,La doble vara que maneja la derecha se extiende a todo.Manifestar en contra de Cristina haber publicado donde viv… https://t.co/UBGsm6IFNf
1883,1883,HeladosMike,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1884,1884,dieloresanchez,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
1885,1885,dariomaceiras1,¿En serio piensan que con una vallas van a separar a Cristina del pueblo? #TodosConCristina#SacaLasVallasLarreta https://t.co/6YSFECzvbT
1886,1886,EcSweetmorena,@productortano @horaciorlarreta Seguro Tano les pido a los compañeros no caer en ninguna incitación están buscand… https://t.co/fOmzon5NG3
1887,1887,MarlivoMarili,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
1888,1888,supersa98247610,RT @Romi_dgre: La Matanza es de Cristina ! Creo que a Horacio hoy le quedó Claro !  https://t.co/3CQOpHDaBc
1889,1889,AguusSchiavetta,RT @PaulaGimenez_Ok: El atropello contra Cristina es disciplinamiento. Un nuevo no te metas. La desarticulación q le conviene a los poderos…
1890,1890,mariavmenendez,RT @lacha: La marcha por Cristina (y la garza sosa) la hacen dentro de dos mesesNo es por la fecha es porque necesitan tiempo para compra…
1891,1891,nilounonilootr1,RT @PuebloBeto: #SDTV#ClarinYLaNacionMienten #LarretaEsPeorQueMacri 👇#SacaLasVallasLarreta Periodista dientudo macrista atacó a Cristi…
1892,1892,lvincenta1,'US must immediately stop all official interactions with Taiwan': China fumes over US lawmaker's visit to Taipei… https://t.co/eyEiwCzXXK
1893,1893,cher3_,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1894,1894,CalviElisa,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
1895,1895,BarrocoLila,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Mis amores Portistas todos con Cristina 😍😍😍 https://t.co/OKjr7wKxOO
1896,1896,ml2426,RT @Kaos79its: Nos sumamos al deseo de Ya es Verano por ver a Cristina. Gracias por cuidarla y quererla tanto 😍#CrisPorta27AG #YaEsVerano…
1897,1897,ReginaCaterina,RT @ReginaCaterina: TODOS CON CRISTINA ! ! !  ESCUCHAREMOS UN MENSAJE EXCLUSIVO QUE NOS DEDICARÁ LA COMPAÑERA CRIS ! ! ! SI ESTÁS AFILIADO TE RE…
1898,1898,litto70709561,RT @SusiE75679949: @florenciarietto Algunas de las 250 mujeres viajen a Argentina y visiten algún hospital ruta barrio popular y nacional…
1899,1899,31ab2e9827cc49f,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG A los Portistas nos encanta ver a Cristina 😍😍😍 https://t.co/OuJUX8Soe1
1900,1900,elegon1,RT @LuisOtero__: El jefe de la custodia de Cristina habla de la plata que robó. Enfrente de la casa de Ella haciendo referencia a supuestos…
