,Unnamed: 0,Usuario,Tweet
1615,1615,GlaYorg,RT @Politica_ln: La oposición denuncia al Presidente a Cristina Kirchner y a otros funcionarios por instigar a cometer delitos amenazar e…
1616,1616,bet_sancha,RT @gimenafuertes: AHORA @horaciorlarreta mandó a la Infantería a la casa de Cristina y rodearon la manzana entera.
1617,1617,z2c1LSFdaRIxsCa,RT @mumimumi09: #BuenSabado Larreta valla la casa de Cristina ..el iluso tirando leña al fuego...se creen que pararán al pueblo que despert…
1618,1618,maruluna20,RT @GustavoPeirano1: LARRETA ESTA ATENTANDO CONTRA CRISTINA LA AISLO Y LA SITIO TEMO POR SU SEGURIDADANDRES LARROQUE https://t.co/g6SFuO…
1619,1619,otrolt_avaladna,RT @C5N: El emocionante y multitudinario recibimiento a Cristina Kirchner en su casahttps://t.co/vyXr6MBySc
1620,1620,d05b9742911e4a2,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
1621,1621,justinianoguill,El Gobierno de la Ciudad puso vallas para evitar la marcha en apoyo a Cristina Kirchner | vía @eldestapeweb https://t.co/NGf6LLwTpN
1622,1622,Aliciaurqui,RT @LuxAeternaak47: #SacaLasVallasLarreta El 17 de octubre del 45 @horaciorlarreta levantaron los puentes del Riachuelo y pasamos lo mismo.…
1623,1623,josefmgr1,RT @GuilleRaffo: Según encuesta de Giacobbe 67% quiere que Cristina vaya presa. Un porcentaje mucho más bajo que los sobreprecios de Báez.
1624,1624,Ian_Gorosito,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
1625,1625,SoyGraceOK1,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
1626,1626,Cristin64315101,RT @VTVcanal8: Argentina denuncia el papel de EE.UU. en la persecución contra la vicepresidenta Cristina Fernández#PuebloConscienteSiempr…
1627,1627,JoseyyyJose,RT @pagina12: Se multiplican las plazas en defensa de Cristina Kirchner y en contra del lawfare | Mientras continúa la vigilia frente a la…
1628,1628,javalces,@PGuillermoSerra Le pido oración Padre por Francisco Javier Jessica Cristina Alcivar y Liveya Espinosa
1629,1629,elpaiscanario,RT @VanessaOrtizz: Otra noche: Así está Argentina el pueblo protege a Cristina Kirchner. https://t.co/EZszAXEquv
1630,1630,monopiensapliss,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
1631,1631,Claudiapa00,"RT @marcelopueIIaok: Como hizo cada fiesta patria en los 4 años de mandato de Macri el PRO encontró la ""solución"" para que el pueblo no se…"
1632,1632,enkordoba,RT @AgenciaElVigia: AHORA | Masiva concentración en Plaza Alsina de #Avellaneda en apoyo a Cristina https://t.co/P8s2aStgkm
1633,1633,Lauracr34084603,EL ENEMIGO LARRETA VUELVE A QUERER PROVOCAR EL CAOS FRENTE A LA ORGANIZACIÓN NUESTRA ÚNICA FORMA DE EXPRESAR QUE TI… https://t.co/25HwsKBsLO
1634,1634,pulgas_pocas,RT @mariolato50: OJO que LARRETA en estos momentos desplegó a su policía gestapo para reprimir al Pueblo que defiende a Cristina. Es para P…
1635,1635,cgabriel2014,#SacaLasVallasLarreta y saca la infanteria. Estás enfermo y lleno de odio Larreta.En paz el pueblo seguirá bancand… https://t.co/uyLe7YGMmc
1636,1636,Taipulenta,@larroqueandres @horaciorlarreta Cristina pidió el cerco
1637,1637,turbonifo2,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
1638,1638,Darth_Vexen,RT @kidlapicera: Seguro Cristina no quiere que difundan este video donde aplaude efusivamente a José López....😉 https://t.co/URHd3gudR3
1639,1639,Pettuu,"RT @laroscashow1: #RaúlRizzo:""#Cristina está al nivel de Evita y Perón"" https://t.co/a8x7X8HIjq"
1640,1640,argentina_lau,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
1641,1641,renecobos7,RT @RICARDOJN14: Bayly critica que #LordMontajes ANLO defiende la corrupción de su hermano Pío López Obrador y de la Argentina Cristina Fer…
1642,1642,rodriguezkutcha,Hay que frenar el atropello a Cristina que es un atropello contra la #Democracia y el #EstadoDeDerecho… https://t.co/utL3q91yw3
1643,1643,0707ceci,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
1644,1644,dariogr13689026,@paulmarat @heliotropos_ @OctavioCrivaro @chipicastillo Hoy sin arrastrado a Cristina Kirchner
1645,1645,Donanfe80560170,RT @jjoaquin_I: Pablo Iglesias con la imputada Cristina Kirchner. Tal para cual. https://t.co/08aawA4wz4
1646,1646,antiperonchok,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
1647,1647,cesaraguero_,El Gobierno repudia la persecución judicial y mediática contra Cristina Fernández de Kirchner https://t.co/nWCiLrctMB
1648,1648,silviabeig,RT @CMonczar: Dos productores de TN intentando entrar al Parlamento con un arma inutilizada (de utileria) el presidente recibe una amenaza…
1649,1649,AndradaCarlos8,RT @Charly93104975: @productortano @MarceloFigueras Aunque me valles la esquinasigo a muerte con Cristina🎶🎶🎶#SacáLasVallasLarreta https:…
1650,1650,Stolae,RT @EstelaEDiaz: 1. Feministas de distintos lugares del mundo manifestamos nuestro apoyo decidido y solidario a la compañera Cristina Ferná…
1651,1651,AliciaA86495054,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
1652,1652,Ricardof128,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
1653,1653,Yol_MC,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
1654,1654,Salvado51874356,'Lawfare' contra Cristina o el Sanedrín argentino https://t.co/85IfPDDHur a través de @publico_es
1655,1655,OlivarePaola,RT @EleSpn2: El intendente de CABA pone vallas alrededor de la casa de Cristina. Así gobernó Macri tb con vallas. Deben tener miedo que no…
1656,1656,FlorencioSoy,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1657,1657,Chinchu2870,RT @gimenafuertes: AHORA @horaciorlarreta mandó a la Infantería a la casa de Cristina y rodearon la manzana entera.
1658,1658,betyforgione,RT @marianorecalde: No vamos a permitir que la toquen a Cristina. Vamos a estar en la calle hasta que triunfe la verdad y se haga Justicia.…
1659,1659,monicacabrera15,RT @hernan_mazza: Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina pronto se mudará a olivos
1660,1660,maximo_rmt,"RT @Ojo_Kritico: 🚨Fernando Iglesias: ""No me digan más que el peronismo es distinto al kirchnerismo porque todos bancan a la corrupta de Cri…"
1661,1661,HugoMartina,RT @BeaDixit: Tenemos que ir a las vallas y en lugar de querer voltearlas llenarlas de flores y de mensajes de amor y lealtad para Cristin…
1662,1662,Teresita_tere3,RT @anabel_hzl: Cristina jajajaPero por que tanto bombero? Se está quemando algo! ?🤣🤣🤣🤣 #CrisPorta27Ag #YaEsVerano27A
1663,1663,Cande_ramirez0,"RT @porquetendencia: ""Ted Cruz"":Por su pedido para que Estados Unidos sancione a Cristina Kirchner https://t.co/tAmGdDifSw"
1664,1664,mcortesvela,RT @pagina12: A la campaña de lawfare contra Cristina Kirchner se sumó Ted Cruz | Rechazo del gobierno argentino al planteo del senador est…
1665,1665,dagamo1966,@HAGOV_LaCampora @LanataPPT Muchachos es solo agua. Son los soldados de Cristina y los pibes para la liberacion solo los dias de sol.
1666,1666,InfoCabildo,El Gobierno repudia la persecución judicial y mediática contra Cristina Fernández de Kirchner https://t.co/jZYP7f3BkW
1667,1667,SoofiSamut,RT @pia_dmn: Jamás pusieron vallas cuando los y las militantes de la oposición fueron al domicilio particular de cristina a protestar. Y es…
1668,1668,TiMorire,RT @FerIglesias: Ya está con ataques de pánico? Conseguile un Rivotril y en una de esas se le pasa. Máximo Kirchner defendió las marchas…
1669,1669,cares_isabel,@LaVozdelPuebl_o La nueva Cristina jajajs se corrio de país
1670,1670,Jorgeli38545460,RT @ame2246: @SantiagoCafiero @CFKArgentina Cuidemos nuestra Democracia cuidemos a la Justicia para que no haya impunidad para NADIE aunq…
1671,1671,Juanaleg2,RT @EleSpn2: El intendente de CABA pone vallas alrededor de la casa de Cristina. Así gobernó Macri tb con vallas. Deben tener miedo que no…
1672,1672,MarianaTbso,RT @Yo_Nak: Yo creo que habría que suspender todos los actos de hoy y juntarnos frente a las vallas en lo de Cristina.
1673,1673,OlgaLlorian,RT @Adelaid51586055: #CrisPorta27AG No nos cortéis a Cristina dejarla acabar la frase. #YaEsVerano27A
1674,1674,MarcelaEmpoder3,RT @gabissoul: 🚨ATENCIÓN🚨Esta cuenta se encuentra en alerta y movilización en solidaridad con Cristina Fernández de Kirchner ante la per…
1675,1675,OPRESSSOR1,@perezagnesa Cristina destruiu e saqueou a argentina e ainda tem idiotas para defende-la
1676,1676,cloclo4141,RT @danielrojazo: #SacáLasVallasLarreta Che no es el momento de reaccionar ya y cambiar la agenda? En lugar de ir a los actos convocados…
1677,1677,RadioGrodekArg,Pregunta en Radio GrodekCristina Kirchner 2023
1678,1678,L9LSuS,@CivalePablo Jaja habla de lo bueno de Cristina no odio como hacen todos los gorilas como vos https://t.co/Ngiai4pwCc
1679,1679,Migabu1,RT @Julioac13: El miércoles el diputado Rodolfo Tailhade cortó enojado una conversación con Ernesto Tenembaum en Radio con Vos porque Jair…
1680,1680,GrichuB,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1681,1681,eche_caro,RT @MuroCarlos: @LiliLopezForesi @eche_caro @C5N Si yo fuera cristina salgo a pasear con el auto dando vueltas a la manzana para que tengan…
1682,1682,visiondeafuera,RT @leojotao: Larreta vallaste las inmediaciones de la casa de Cristina. Cómo les duele eh👉👌 @juntoscambioar#TodosConCristina #PeladoBoton
1683,1683,Maritarondot1,RT @Sevig14: Se vienen múltiples marchas en todo el país en apoyo a Cristinahttps://t.co/o5QmFh00wx
1684,1684,fdeterioro2016,RT @LanataPPT: No es amor: Militantes kirchneristas abandonaron Juncal y Uruguay antes de que llegue la lluvia. Prometían dar la vida por C…
1685,1685,MariaEstelaM,RT @Mimipulido1: Te esperamos con @MariaEstelaM @mercedesiaco @LlanoMechi. Comenta Cristina Bastidas desde Ecuador a las 15 hs. Buenos Air…
1686,1686,Antonio46490019,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
1687,1687,ledaandtheswann,RT @literlandweb1: El recuerdo más conmovedor de Julio Cortázar lo escribió su amiga Cristina Peri Rossi. Un hermoso homenaje que refleja l…
1688,1688,Lili1516,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1689,1689,patyvcp,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
1690,1690,Elecel1942,RT @riellodecba: El Sol Peronista asoma en CABA…Y #pomelo Larreta en su miopía política cree que con su ghetto vip va a preservar el orde…
1691,1691,COROYIRE,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
1692,1692,VillordoMaria,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
1693,1693,CarolinasLauras,Por qué la Policía de la Ciudad filma a los manifestantes frente a la casa de Cristina?
1694,1694,laruedanoticias,"🟣 Ahora / ANDRÉS LARROQUE: ""Nuestras protestas son de carácter pacífico tienen que ver con lo que queremos para el… https://t.co/Gg7cQP7bW6"
1695,1695,Tavuelt,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
1696,1696,monicacabrera15,RT @MariaSeoane48: Queridos chichipios al final era verdad eso de que si la tocan a Cristina que kilombo que se iba a armar. SI.
1697,1697,otrolt_avaladna,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1698,1698,AnaCont16819968,RT @SusiE75679949: @florenciarietto Algunas de las 250 mujeres viajen a Argentina y visiten algún hospital ruta barrio popular y nacional…
1699,1699,PilarHerreroRo1,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Deseando que salga Cristina 😍😍😍 https://t.co/niHY0hbwER
1700,1700,garin_mdv,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
1701,1701,silvia26433,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
1702,1702,Gheryshery,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
1703,1703,ositoscris,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Siempre feliz Cristina 😍😍😍 https://t.co/D3RiKU8Y4I
1704,1704,AndradaCarlos8,"RT @1amal_vi: A Cristina la defiende el pueblo"" y ""Si vienen por ella vienen por tus derechos"" #SacaLasVallasLarreta#ALaCallePorCristina…"
1705,1705,MarlivoMarili,"RT @claudiosavoia: ""Que Cristina mande a leer la Constitución es como si un preso te mande a leer el Código Penal"" dice #ahora el abogado…"
1706,1706,Luis20569872,RT @BonelliOK: #Encuesta 📢¿Por qué creés que la justicia⚖️🏛puede condenar a Cristina Kirchner por corrupción?🤔
1707,1707,JCSosaok,RT @arpia82: @Pagniok @elLoco_Baby Es más importante pagar el aguante a Cristina que la de los chicos con capacidades diferentes! !  No tiene…
1708,1708,laura_guberman,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
1709,1709,ElTroya35447475,RT @Angie16Nutto: Chee @horaciorlarreta asi que cerraste con vallas las esquinas de la casa de Cristina para impedir que se junten los mil…
1710,1710,grabgonza,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
1711,1711,CSinuit1963,RT @javiebollullero: @Casiopeacr Felicidades CristinaHoy si es tu cumpleaños que cumplas muchos más que nunca pierdas tu alegría y cerca…
1712,1712,MariaEstelaM,RT @TravesiaPublica: Martes 30 a las 15 hs. Buenos Aires. Todos invitados !  Episodio 6 / Temporada 3 DIÁLOGOS DE FUTURO!  Con Maria Estela M…
1713,1713,TerolaMerula,"RT @Julioac13: ""Hoy en el senado el español Pablo Iglesias (ex Podemos) me regaló su libro 'Medios y Cloacas'. Parece que la cosa viene glo…"
1714,1714,Gracielacolucci,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1715,1715,ManuelMiguelNa1,"RT @tomascasascm: ""Me dijiste que lo único que te importaba en esta historia es que Mónica Oltra cayese"". Declaraciones esclarecedoras de P…"
1716,1716,josefmgr1,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1717,1717,AndradaCarlos8,RT @1amal_vi: Hoy amaneció vallado perimetral en la casa de CristinaCortando cinco noches de fiesta popular en recoleta. Vallan a un puebl…
1718,1718,leilalil28,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
1719,1719,DanynoK,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1720,1720,AngellesMoracia,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG siempre con Cristina 😍 https://t.co/Wj7VcWhwb5
1721,1721,MaryeToninaok,RT @LaEntrerriana10: Patricio Di Palma Pidió votos para el kirchnerismo y ahora pide perdón y afirma que Cristina pague si es culpable.😳😳…
1722,1722,PorunPasMejor2,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
1723,1723,mariaceciliajuy,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
1724,1724,javierdiaz2076,RT @JavierCasci: #ALaCallePorCristina impresionante el amor en esta foto a Cristina ✌️✌️✌️✌️❤❤❤🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 https://t.co/5RUyPMJ7L7
1725,1725,ChilbitaSoyYO,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
1726,1726,MaicaSZA,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
1727,1727,JairoSch,RT @LuciaPortos: A de aguante CristinaB de banco a CristinaC de CristinaD de dale CristinaE de enorme Cristina F de faaaa CristinaG d…
1728,1728,lilygabet,RT @OkSergioPowerP1: #CristinaSecuestrada#SacaLasVallasLarreta ESTO ES UN ENSAYO PARA CUANDO CONDENEN A CRISTINA Y LA QUIERAN DETENER. No…
1729,1729,cmarcelosantil1,Hagamos patria e Historia ! Que la policía se de cuenta que no tiene  nada que hacer en la casa de Cristina ! ! 
1730,1730,alrava59,RT @clarincom: Un senador de EE.UU. pide que el gobierno de Biden sancione a Cristina por corrupción https://t.co/pejzDpzWrj
1731,1731,machi_quita,RT @gimenafuertes: El concejal @lucasboyanovsky del FdT anunció que después de la concentración en la plaza central del Vicente López la m…
1732,1732,gabyzeta68,RT @NickyTejeda: La casa de Cristina está vallada para q no se acerquen los militantes...Hay un cordón de policías de la Ciudad carros de…
1733,1733,roberto34122849,RT @clarincom: Florencia Arietto aseguró que las movilizaciones a favor de Cristina Kirchner no representan al pueblo.Más información en…
1734,1734,Faby_Nava77,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
1735,1735,hoc1959,@p_justicialista @CFKArgentina Todos con Cristina en cana! 
1736,1736,Corinacha,RT @agusferreyra_ok: La policía de la ciudad espera la orden de Rodriguez Larreta para reprimir a los militantes que están en Recoleta apoy…
1737,1737,Cardo17Norber,RT @MNA_SanIsidro: @ManesF La mafia es dueña de Juntos x el Cambio y a vos estás con ellos El pueblo con Cristina
1738,1738,ViKySanchez2014,@CarolinaPiparo Tranqui Caro tenemos muchísimos días para estar en la calle para defender a Cristina no seas tan envidiosa...
1739,1739,Mezonzo,@CFKArgentina @pagina12 Luciano es un portento de fiscal. Lanza una perorata política durante ocho días pero ni un… https://t.co/ctGTPz99ae
1740,1740,Mane_Chris,"RT @therealbuni: ""Yo marcho porque cristina a mi y a muchos de mi barrio nos jubilo""No 8 años tiene la pendeja kjj https://t.co/PMnNV3h5Ro"
1741,1741,Sofidicecosas,*militantes cayendo en paracaídas para saludar a Cristina* https://t.co/CXK4AkgDR7
1742,1742,AntimMarcelo,#MarchaPorCristina AHORA LA POLICIA DEL DICTADOR @horaciorlarreta FILMANDO A LOS MANIFESTANTES QUE APOYAN A CRISTIN… https://t.co/YSCWIt8JDj
1743,1743,Alicialadivina,RT @GustavoPeirano1: LARRETA HDP SOS LA DICTADURA 35 CARROS DE ASALTO PARA DESALOJAR A LA MILITANCIA DEL DOMICILIO DE CRISTINA. SON LAS PAT…
1744,1744,CrIsTiAncushi,RT @adrianalbertok: No hay vallas que frenen el amor del pueblo por Cristina ✌🏽  #SacaLasVallasLarreta
1745,1745,Cristina__JL,RT @buitengebieden: The ending.. 😂 https://t.co/AaVOUAXCdw
1746,1746,Cronistacom,Marchas en apoyo a Cristina Kirchner: ¿Dónde serán las manifestaciones este sábado? https://t.co/sm5EZ40tTq
1747,1747,GladysBoggero,"RT @Ojo_Kritico: 🚨Fernando Iglesias: ""No me digan más que el peronismo es distinto al kirchnerismo porque todos bancan a la corrupta de Cri…"
1748,1748,Gauchoendu,RT @Charly93104975: @productortano @MarceloFigueras Aunque me valles la esquinasigo a muerte con Cristina🎶🎶🎶#SacáLasVallasLarreta https:…
1749,1749,BarrocoLila,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Te queremos mucho Cristina 😍 https://t.co/9hsDadajKt
1750,1750,valbrit0428,RT @AndreyGMaya: 🔴Momento en que detienen al hijo de la regidora Panista de #Celaya María Cristina Villalobos Hermosillo‼️Raúl Perez “N”…
1751,1751,AnaTorr65315508,RT @DanielIngaramo: No entiendo la fobia de los militantes peronistas hacia el barrio de la Recoleta.Todos sus líderes vivieron ahí desde…
1752,1752,Mariaja0402,@FelipeMiguelBA Cuando atacan fueron a hacer cacerolazos o la casa de dientes políticos no ví a la policía nunca ni… https://t.co/OOTE3FS1tY
1753,1753,Escorpiana89,RT @ElCara333: Abro hilo por si me cierra la cuenta twitter o me difama Alberto Mayra Cristina o Máximo . Fui con familiares a hacer la d…
1754,1754,carlosDesantosT,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
1755,1755,GOMusicaSonido,RT @guadavazquez: La impunidad de Cristina es la impunidad de todos. No es aguante. Es complicidad.
1756,1756,NiconfsNico,RT @JavierCasci: #DeLasPlazasAJuncal LARRETA SITIO A CRISTINA  #TodosARecoleta https://t.co/h4UxgNnauG
1757,1757,ngleiby,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
1758,1758,huesolsr,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
1759,1759,PinedoSeba,@Italianoka Deja de tomar a la gente por@imbecil que ya basta con alberso y cristina y los otros
1760,1760,mmartin_pp,RT @SergioOmarLobos: INSÓLITO Cristina no quiere que difundan una foto donde se encuentra junto a sus funcionarios preferidos Julio De Vido…
1761,1761,Cynthiaishere1,@noeliaportista @pinkyskyfeed Oh Noelia is a fan of Cristina aka la pinocha no surprise at all. #soispinochistas
1762,1762,HIJOSLP,🎙️⭕ De 13 a 14 hs nos encontramos en el aire de @Provincia97Une  #HijosDe30Mil📻En el día de la Radio te esperamos… https://t.co/y8QW5LeS1E
1763,1763,Beatriz21660720,RT @Soy_Politicon: @FerIglesias Está pegado a Morales que es socio de Massa.Le pega a Macri y al Pro más que a los k.A Cristina no la men…
1764,1764,volkano_oil,"RT @Julioac13: ""Hoy en el senado el español Pablo Iglesias (ex Podemos) me regaló su libro 'Medios y Cloacas'. Parece que la cosa viene glo…"
1765,1765,AllenDullesCIA,RT @puntoabc: Gracias Luciani por unir al peronismo y hacerle la campaña q Cristina . Estoy tan agradecido q te voy a mandar un odontólogo…
1766,1766,Juanaleg2,RT @pagina12: Despertaron al león | Una reacción popular contra la persecución a Cristina Kirchner que la oposición no calculó https://t.co…
1767,1767,mima141957,RT @AcostashowJuan: Que cristina te mande a leer la constitucion es como que yo te aconseje como manejar un avion yo no soy piloto ella n…
1768,1768,ArielAnibal13,RT @Paulapalermo07: Lleno de carros policiales grupos de choque! ! Si quisiéramos pasar...Q van a hacer?! ! ! ?🤔😠Nosotros no tranquilosQUIE…
1769,1769,BoyneVani,RT @gimenafuertes: AHORA @horaciorlarreta mandó a la Infantería a la casa de Cristina y rodearon la manzana entera.
1770,1770,KMendocina,RT @Alfonso20166: @Andrearossi62A Hola Andrea.Viste el ghetto de LARRETA en Recoleta???.Raros los vecinos .Contentos de vivir encerrados…
1771,1771,YekaAbuela,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
1772,1772,lamayala01,RT @RICARDOJN14: Bayly critica que #LordMontajes ANLO defiende la corrupción de su hermano Pío López Obrador y de la Argentina Cristina Fer…
1773,1773,ecam5589,RT @74carlosnob: Concentración en todo el país en apoyo a Cristina y contra la Dictadura Judicial: Chubut Corrientes Jujuy STA Fe Rosar…
1774,1774,Isaac1651,RT @GustavoBolivar: —Colombia Humana Buenos Aires—Equipo de trabajo de Cristina Fernández en Buenos Aires. —Entrevista a Juan Sebastián M…
1775,1775,CaturlaCristina,RT @RosaDel51373955: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
1776,1776,gaonaf1,RT @sandra_mv12: Mandaron tanta policía para asustarnos y que no vayamos más a darle todo nuestro apoyo a CRISTINA NOS ESTÁN PROVOCANDO
1777,1777,EdmundoSapriza,RT @gsfern: @drjorgerachid Cómo las madres....a caminar alrededor de la cuadra de Cristina
1778,1778,silvia26433,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
1779,1779,riellodecba,El Sol Peronista asoma en CABA…Y #pomelo Larreta en su miopía política cree que con su ghetto vip va a preservar… https://t.co/hGY0mD6psE
1780,1780,WalTheoPR,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
1781,1781,veronesita62,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Deseando que salga Cristina 😍😍😍 https://t.co/niHY0hbwER
1782,1782,MaraMosquera18,RT @horaciorlarreta: Cristina Fernández de Kirchner Alberto Fernández y el kirchnerismo tienen que frenar con el ataque sistemático y perm…
1783,1783,zcplank,RT @barci_2010: Si bajamos las banderas? CAGAMOS!  HORA DEL BASTA!  VIVA PERÓN Y CRISTINA! #SacaLasVallasLarreta #EnLaCallePorCristina https:/…
1784,1784,Guille_66ok,RT @MartnPeiretti1: ⚠️🟥⛔️ Antes de su suicidio Laura Alonso Pato Bullrich y un importante dueño de un monopolio lo llamaron al fiscal N…
1785,1785,MarioxMitre,RT @FerIglesias: Casi todos los principales jerarcas peronistas -Perón Evita Jauretche Cámpora Cooke Néstor Cristina- vivieron en Rec…
1786,1786,MuroCarlos,@LiliLopezForesi @eche_caro @C5N Si yo fuera cristina salgo a pasear con el auto dando vueltas a la manzana para qu… https://t.co/kKnvks4HXy
1787,1787,capitanbravo21,"RT @JMilei: ""Cristina no niega el robo: lo que dice es que los otros también son ladrones"" Javier Milei desde fuera de la grieta sobre la c…"
1788,1788,marcelogrin1,@alferdez Sr presidente debe denunciar a la policía y al gobierno de la ciudad por  intimidación pública por la pre… https://t.co/CM4BiLJUyK
1789,1789,Juanaleg2,"RT @pagina12: ""Cristina no es sólo la líder popular ya enteramente constituida no es solamente lo que su figura histórica todavía proyecta…"
1790,1790,ccmillonarios,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
1791,1791,alemarconi1956,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
